date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:25:15	2939/2939	---M--	200	added ('OK')	image/png	etag:%22508b6df24fcacb4ebbf6dd7aedaab40d-ssl%22	https://infosysss.netlify.app/imgs/amazon.png	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/imgs/amazon.png	(from https://infosysss.netlify.app/)
09:25:16	1924/1924	---M--	200	added ('OK')	image/png	etag:%220169ed5ab28683f5647cbade97c25b6f-ssl%22	https://infosysss.netlify.app/imgs/veeam.png	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/imgs/veeam.png	(from https://infosysss.netlify.app/)
09:25:17	2362/2362	---M--	200	added ('OK')	image/png	etag:%220acf469595d9da53ca1ca4ec36171ff0-ssl%22	https://infosysss.netlify.app/imgs/vmware.png	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/imgs/vmware.png	(from https://infosysss.netlify.app/)
09:25:18	2570/2570	---M--	200	added ('OK')	image/png	etag:%2255efcbde15a6969e34d493d4b75d1a5f-ssl%22	https://infosysss.netlify.app/imgs/aws.png	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/imgs/aws.png	(from https://infosysss.netlify.app/)
09:25:19	2879/2879	---M--	200	added ('OK')	image/png	etag:%221dfc54476a6172c1521f833dd13a4b38-ssl%22	https://infosysss.netlify.app/imgs/azure.png	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/imgs/azure.png	(from https://infosysss.netlify.app/)
09:25:19	83752/83752	---M-Z	200	added ('OK')	application/javascript	etag:W/%2214728-pW5ArrIUgd1wAbtox/iROgMYA98%22	https://cdn.jsdelivr.net/npm/locomotive-scroll@3.5.4/dist/locomotive-scroll.js	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/locomotive-scroll@3.5.4/dist/locomotive-scroll.js	(from https://infosysss.netlify.app/)
09:25:19	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22603e8adc-15d9d%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://infosysss.netlify.app/)
09:25:20	72214/72214	---M-Z	200	added ('OK')	application/javascript	etag:%2265a9b559-6e61%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js	(from https://infosysss.netlify.app/)
09:25:20	43380/43380	---M-Z	200	added ('OK')	application/javascript	etag:%2265a9b559-4536%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js	(from https://infosysss.netlify.app/)
09:25:20	47164/47164	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b83c-46uiR08su2RtyznElUrVd9rq6KI%22	https://cdn.jsdelivr.net/npm/locomotive-scroll@4.1.3/dist/locomotive-scroll.min.js	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/locomotive-scroll@4.1.3/dist/locomotive-scroll.min.js	(from https://infosysss.netlify.app/)
09:25:21	101805/101805	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218dad-ilyFR4wwwjTAF++xxCTth4Njo7A%22	https://cdn.jsdelivr.net/npm/sheryjs/dist/Shery.js	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/sheryjs/dist/Shery.js	(from https://infosysss.netlify.app/)
09:25:21	255170/255170	---M-Z	200	added ('OK')	application/javascript	etag:W/%223e4c2-+010miBVz1xY6zyHuOy4nn2sm/Y%22	https://cdn.jsdelivr.net/gh/automat/controlkit.js@master/bin/controlKit.min.js	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/gh/automat/controlkit.js@master/bin/controlKit.min.js	(from https://infosysss.netlify.app/)
09:25:22	87533/87533	---M--	200	added ('OK')	text/javascript	date:Tue,%2012%20Sep%202023%2002:38:22%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	C:/My%20Web%20Sites/zezweofficial/ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://infosysss.netlify.app/)
09:25:22	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cee-42b%22	https://cdnjs.cloudflare.com/ajax/libs/Counter-Up/1.0.0/jquery.counterup.min.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/Counter-Up/1.0.0/jquery.counterup.min.js	(from https://infosysss.netlify.app/)
09:25:22	2576/2576	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cee-a10%22	https://cdnjs.cloudflare.com/ajax/libs/Counter-Up/1.0.0/jquery.counterup.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/Counter-Up/1.0.0/jquery.counterup.js	(from https://infosysss.netlify.app/)
09:25:23	17548/17548	---M-Z	200	added ('OK')	application/javascript	etag:%225eb0402f-448c%22	https://cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/jquery.waypoints.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/jquery.waypoints.js	(from https://infosysss.netlify.app/)
09:25:23	8833/8833	---M-Z	200	added ('OK')	application/javascript	etag:%225eb0402f-2281%22	https://cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/jquery.waypoints.min.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/jquery.waypoints.min.js	(from https://infosysss.netlify.app/)
09:25:23	79536/79536	---M-Z	200	added ('OK')	application/javascript	etag:%2261ba5908-61c0%22	https://cdnjs.cloudflare.com/ajax/libs/matter-js/0.18.0/matter.min.js	C:/My%20Web%20Sites/zezweofficial/cdnjs.cloudflare.com/ajax/libs/matter-js/0.18.0/matter.min.js	(from https://infosysss.netlify.app/)
09:25:24	15063/15063	---M-Z	200	added ('OK')	application/javascript	etag:W/%223ad7-5h8RvjATCnu3IsF7w6utRchKF9k%22	https://cdn.jsdelivr.net/npm/jquery.ripples@0.6.3/dist/jquery.ripples.min.js	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/jquery.ripples@0.6.3/dist/jquery.ripples.min.js	(from https://infosysss.netlify.app/)
09:25:25	40672/40672	---MCZ	200	added ('OK')	application/javascript	etag:%220c3637e5346c2ba55debda5804c7f924-ssl-df%22	https://infosysss.netlify.app/script.js	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/script.js	(from https://infosysss.netlify.app/)
09:25:25	532732/532732	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22820fc-eeG2+V15fKjUFyWtpC+CdM4RsWw%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.eot?t=1718271040674	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.eot	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:25:25	165440/165440	---M--	200	added ('OK')	font/woff2	etag:W/%2228640-yPPYqUlUaaC7wMmYA8KM+xzSl0Q%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.woff2?t=1718271040674	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.woff2	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:25:25	227384/227384	---M--	200	added ('OK')	font/woff	etag:W/%2237838-4/IRbLcEPNg78pT41rf0mF5dXis%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.woff?t=1718271040674	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.woff	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:25:26	532560/532560	---M-Z	200	added ('OK')	font/ttf	etag:W/%2282050-jOdMLOCGNR0MoyPLe0Hiucwn8P0%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.ttf?t=1718271040674	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.ttf	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:25:26	2496056/2496056	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22261638-Cr3iLZ437ntcfHcNsLoYBQVk00E%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.svg?t=1718271040674	C:/My%20Web%20Sites/zezweofficial/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.svg	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:25:27	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1721920647-ssl-df	https://infosysss.netlify.app/fonts/Sequel	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/fonts/Sequel.2c.delayed	(from https://infosysss.netlify.app/style.css)
09:25:29	147156/147156	---M--	200	added ('OK')	font/ttf	etag:%221163b5460ab6e7dfd349eeb89c0dbf98-ssl%22	https://infosysss.netlify.app/fonts/HelveticaNowDisplay-Regular.ttf	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/fonts/HelveticaNowDisplay-Regular.ttf	(from https://infosysss.netlify.app/style.css)
09:25:29	149948/149948	---M--	200	added ('OK')	font/ttf	etag:%22329bd3042df305a388dd8dd59506de9a-ssl%22	https://infosysss.netlify.app/fonts/HelveticaNowDisplay-Medium.ttf	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/fonts/HelveticaNowDisplay-Medium.ttf	(from https://infosysss.netlify.app/style.css)
09:25:30	147140/147140	---M--	200	added ('OK')	font/ttf	etag:%225bddf7c83e91490ba96a32da505b4c3d-ssl%22	https://infosysss.netlify.app/fonts/HelveticaNowDispBd.ttf	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/fonts/HelveticaNowDispBd.ttf	(from https://infosysss.netlify.app/style.css)
09:25:31	146900/146900	---M--	200	added ('OK')	font/ttf	etag:%22e6bbfc5e5475a281d7a1bca98f747cfd-ssl%22	https://infosysss.netlify.app/fonts/HelveticaNowDispXbd.ttf	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/fonts/HelveticaNowDispXbd.ttf	(from https://infosysss.netlify.app/style.css)
09:25:32	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:26:37	23435219/23435219	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%222756ae55ae4f3f3ff4fd1366d2122681-ssl%22	https://infosysss.netlify.app/assets/f.mp4	C:/My%20Web%20Sites/zezweofficial/infosysss.netlify.app/assets/f.mp4	(from https://infosysss.netlify.app/phone.css)
